13.07.2019 12:05:16 ; 13.07.2019; 12:05:16 ; Клапан закрито. ; 2 ; 
13.07.2019 12:05:16 ; 13.07.2019; 12:05:16 ; Завдання 53 : 555555 завершено. ; 2 ; 
13.07.2019 12:05:33 ; 13.07.2019; 12:05:33 ; Розрахунок по наливу 53 : 555555 завершено. ; 2 ; 
13.07.2019 12:05:33 ; 13.07.2019; 12:05:33 ; Завдання 53 : 555555 успішно внесено до БД. ; 2 ; 
13.07.2019 12:08:58 ; 13.07.2019; 12:08:58 ; Завдання 54 : 666666 завантажено. ; 2 ; 
13.07.2019 12:09:00 ; 13.07.2019; 12:09:00 ; Система готова до наливу. ; 2 ; 
13.07.2019 12:09:36 ; 13.07.2019; 12:09:36 ; Додаток закрито ; 2 ; 
13.07.2019 12:14:58 ; 13.07.2019; 12:14:58 ; Додаток запущено ; 2 ; 
13.07.2019 12:14:58 ; 13.07.2019; 12:14:58 ; Встановлено зв'язок з ПЛК ; 2 ; 
13.07.2019 12:14:59 ; 13.07.2019; 12:14:59 ; Насос виключено. ; 2 ; 
13.07.2019 12:14:59 ; 13.07.2019; 12:14:59 ; Система готова до наливу. ; 2 ; 
13.07.2019 12:14:59 ; 13.07.2019; 12:14:59 ; Зв'язок з витратоміром встановлено. ; 2 ; 
13.07.2019 12:15:00 ; 13.07.2019; 12:15:00 ; Клапан закрито. ; 2 ; 
13.07.2019 12:15:06 ; 13.07.2019; 12:15:06 ; Додаток закрито ; 2 ; 
13.07.2019 12:17:04 ; 13.07.2019; 12:17:04 ; Додаток запущено ; 2 ; 
13.07.2019 12:17:05 ; 13.07.2019; 12:17:05 ; Встановлено зв'язок з ПЛК ; 2 ; 
13.07.2019 12:17:05 ; 13.07.2019; 12:17:05 ; Насос виключено. ; 2 ; 
13.07.2019 12:17:05 ; 13.07.2019; 12:17:05 ; Система готова до наливу. ; 2 ; 
13.07.2019 12:17:05 ; 13.07.2019; 12:17:05 ; Зв'язок з витратоміром встановлено. ; 2 ; 
13.07.2019 12:17:06 ; 13.07.2019; 12:17:06 ; Клапан закрито. ; 2 ; 
13.07.2019 12:17:18 ; 13.07.2019; 12:17:18 ; Завдання 54 : 666666 запущено ; 2 ; 
13.07.2019 12:17:22 ; 13.07.2019; 12:17:22 ; Насос включено. ; 2 ; 
13.07.2019 12:17:31 ; 13.07.2019; 12:17:31 ; Клапан відкрито. ; 2 ; 
13.07.2019 12:17:38 ; 13.07.2019; 12:17:38 ; Виконано вхід в систему ; 2 ; 
13.07.2019 12:20:22 ; 13.07.2019; 12:20:22 ; Клапан закрито. ; 2 ; 
13.07.2019 12:20:22 ; 13.07.2019; 12:20:22 ; Насос виключено. ; 2 ; 
13.07.2019 12:21:08 ; 13.07.2019; 12:21:08 ; Завдання 54 : 666666 зупинено ; 2 ; 
13.07.2019 12:21:11 ; 13.07.2019; 12:21:11 ; Завдання 54 : 666666 запущено ; 2 ; 
13.07.2019 12:21:19 ; 13.07.2019; 12:21:19 ; Завдання 54 : 666666 зупинено ; 2 ; 
13.07.2019 12:21:22 ; 13.07.2019; 12:21:22 ; Завдання 54 : 666666 запущено ; 2 ; 
13.07.2019 12:24:15 ; 13.07.2019; 12:24:15 ; Додаток закрито ; 2 ; 
13.07.2019 12:24:21 ; 13.07.2019; 12:24:21 ; Додаток запущено ; 2 ; 
13.07.2019 12:24:21 ; 13.07.2019; 12:24:21 ; Встановлено зв'язок з ПЛК ; 2 ; 
13.07.2019 12:24:22 ; 13.07.2019; 12:24:22 ; Насос виключено. ; 2 ; 
13.07.2019 12:24:22 ; 13.07.2019; 12:24:22 ; Завдання 54 : 666666 запущено ; 2 ; 
13.07.2019 12:24:22 ; 13.07.2019; 12:24:22 ; Зв'язок з витратоміром встановлено. ; 2 ; 
13.07.2019 12:24:23 ; 13.07.2019; 12:24:23 ; Клапан закрито. ; 2 ; 
13.07.2019 12:24:40 ; 13.07.2019; 12:24:40 ; Включено режим доливу. ; 2 ; 
13.07.2019 12:24:45 ; 13.07.2019; 12:24:45 ; Насос включено. ; 2 ; 
13.07.2019 12:25:04 ; 13.07.2019; 12:25:04 ; Насос виключено. ; 2 ; 
13.07.2019 12:25:08 ; 13.07.2019; 12:25:08 ; Клапан закрито. ; 2 ; 
13.07.2019 12:25:08 ; 13.07.2019; 12:25:08 ; Завдання 54 : 666666 завершено. ; 2 ; 
13.07.2019 12:25:37 ; 13.07.2019; 12:25:37 ; Виконано вхід в систему ; 2 ; 
13.07.2019 12:25:42 ; 13.07.2019; 12:25:42 ; Розрахунок по наливу 54 : 666666 завершено. ; 2 ; 
13.07.2019 12:25:42 ; 13.07.2019; 12:25:42 ; Завдання 54 : 666666 успішно внесено до БД. ; 2 ; 
13.07.2019 12:27:31 ; 13.07.2019; 12:27:31 ; Завдання 55 : 2423434 завантажено. ; 2 ; 
13.07.2019 12:27:32 ; 13.07.2019; 12:27:32 ; Система готова до наливу. ; 2 ; 
13.07.2019 12:27:39 ; 13.07.2019; 12:27:39 ; Завдання 55 : 2423434 запущено ; 2 ; 
13.07.2019 12:27:44 ; 13.07.2019; 12:27:44 ; Насос включено. ; 2 ; 
13.07.2019 12:27:53 ; 13.07.2019; 12:27:53 ; Клапан відкрито. ; 2 ; 
13.07.2019 12:30:43 ; 13.07.2019; 12:30:43 ; Клапан закрито. ; 2 ; 
13.07.2019 12:30:44 ; 13.07.2019; 12:30:44 ; Насос виключено. ; 2 ; 
